Source_Account,Destination_Account,Amount_IDR,Timestamp
9653039058,5292461149,"Rp 2.432.750.676",2026-05-25T10:00:00Z
9769864641,3956891233,"Rp 5.043.114.937",2026-05-25T10:00:00Z
2202886800,8478231829,"Rp 4.520.588.337",2026-05-25T10:00:00Z
4653211026,7893690665,"Rp 4.980.487.727",2026-05-25T10:00:00Z
6781133552,8988970428,"Rp 2.969.410.644",2026-05-25T10:00:00Z
7210287192,6639370675,"Rp 2.884.071.322",2026-05-25T10:00:00Z
3860490514,4863422396,"Rp 3.965.107.278",2026-05-25T10:00:00Z
9494635370,4949908015,"Rp 4.012.186.080",2026-05-25T10:00:00Z
1341506188,9731298843,"Rp 4.422.940.482",2026-05-25T10:00:00Z
7745468559,2494539430,"Rp 1.695.457.948",2026-05-25T10:00:00Z
8828685446,4404833671,"Rp 2.274.058.121",2026-05-25T10:00:00Z
7322984637,7248576065,"Rp 1.129.678.083",2026-05-25T10:00:00Z
4042365047,7907509729,"Rp 1.771.864.740",2026-05-25T10:00:00Z
1349765077,2826053638,"Rp 2.950.121.487",2026-05-25T10:00:00Z
6646663314,7731345909,"Rp 2.236.192.000",2026-05-25T10:00:00Z
7020330770,6140664739,"Rp 5.540.379.027",2026-05-25T10:00:00Z
7265458311,3059032199,"Rp 3.879.468.935",2026-05-25T10:00:00Z
3945754493,7865981707,"Rp 2.754.202.138",2026-05-25T10:00:00Z
9970758778,7461399943,"Rp 1.169.101.711",2026-05-25T10:00:00Z
5239747877,7477968749,"Rp 4.748.247.602",2026-05-25T10:00:00Z
6180548994,5289555360,"Rp 3.662.174.870",2026-05-25T10:00:00Z
9323112989,1230071208,"Rp 1.052.272.630",2026-05-25T10:00:00Z
4774336013,4933357920,"Rp 2.443.630.838",2026-05-25T10:00:00Z
1980383874,1897626418,"Rp 3.272.727.752",2026-05-25T10:00:00Z
5400445309,6761260475,"Rp 1.805.082.422",2026-05-25T10:00:00Z
5503083522,8331571035,"Rp 1.917.822.681",2026-05-25T10:00:00Z
6043102641,7092166932,"Rp 1.118.620.001",2026-05-25T10:00:00Z
5044251785,3150834911,"Rp 2.211.369.699",2026-05-25T10:00:00Z
4478035540,4660429152,"Rp 2.451.216.350",2026-05-25T10:00:00Z
8654603405,3739282507,"Rp 5.015.005.695",2026-05-25T10:00:00Z
2319876663,2579869750,"Rp 2.862.479.921",2026-05-25T10:00:00Z
8689924773,5969421728,"Rp 3.903.266.320",2026-05-25T10:00:00Z
1121771634,9577913765,"Rp 5.648.219.184",2026-05-25T10:00:00Z
6735998881,1867886260,"Rp 1.712.823.767",2026-05-25T10:00:00Z
1166848918,5146051523,"Rp 3.084.005.962",2026-05-25T10:00:00Z
4228840125,6982712001,"Rp 1.970.996.769",2026-05-25T10:00:00Z
4308099806,8017873210,"Rp 3.269.954.396",2026-05-25T10:00:00Z
9775985169,9739953672,"Rp 5.472.937.873",2026-05-25T10:00:00Z
7064619889,1941963429,"Rp 2.160.506.145",2026-05-25T10:00:00Z
8385033916,3617978499,"Rp 2.450.309.148",2026-05-25T10:00:00Z
7384040228,3912347769,"Rp 2.151.923.915",2026-05-25T10:00:00Z
8276380293,7305160059,"Rp 2.921.400.737",2026-05-25T10:00:00Z
1999230195,5611225021,"Rp 4.216.518.669",2026-05-25T10:00:00Z
4638033033,3214433050,"Rp 3.087.113.833",2026-05-25T10:00:00Z
3062818658,6421031938,"Rp 2.806.249.632",2026-05-25T10:00:00Z
4594746843,2352613712,"Rp 1.534.416.278",2026-05-25T10:00:00Z
9733241173,2139482614,"Rp 1.596.176.010",2026-05-25T10:00:00Z
2978404952,3951707062,"Rp 1.183.355.699",2026-05-25T10:00:00Z
9396058142,8708139690,"Rp 5.349.040.214",2026-05-25T10:00:00Z
4677624189,6349809056,"Rp 3.569.730.109",2026-05-25T10:00:00Z
8220360906,2355159942,"Rp 3.316.078.259",2026-05-25T10:00:00Z
1731790927,3982892049,"Rp 4.254.246.296",2026-05-25T10:00:00Z
